5001	2347
5001	12113
5001	12186
5001	12434
5002	1288
5002	3208
5002	4097
5002	5847
5002	7134
5002	12296
5002	12317
5002	12324
5002	12373
5003	1064
5003	1335
5003	10942
5003	11530
5003	11736
5003	12167
5003	12178
5003	12211
5003	12416
5003	12496
5004	143
5004	256
5004	1591
5004	5265
5004	10548
5004	11908
5004	11920
5004	12054
5004	12078
5004	12207
5004	12393
5004	12398
5005	1063
5005	1720
5005	3081
5005	5913
5005	11883
5005	11965
5005	11996
5005	12090
5005	12235
5006	117
5006	606
5006	1595
5006	5749
5006	11901
5006	11963
5006	12313
5007	1862
5007	2003
5007	2578
5007	12077
5007	12236
5007	12263
5007	12303
5007	12395
5007	12448
5007	12450
5007	12473
5008	333
5008	879
5008	3892
5008	4671
5008	10114
5008	11032
5008	12285
5008	12343
5008	12345
5008	12413
5008	12418
5008	12493
5009	33
5009	519
5009	802
5009	1003
5009	1695
5009	2114
5009	3958
5009	8060
5009	10509
5009	11670
5009	12203
5009	12220
5009	12323
5009	12431
5009	12459
5010	514
5010	2982
5010	11961
5010	12147
5010	12333
5010	12381
5011	86
5011	364
5011	412
5011	558
5011	3893
5011	5060
5011	12262
5011	12265
5011	12307
5011	12394
5011	12414
5011	12422
5012	306
5012	478
5012	1390
5012	12165
5012	12233
5012	12276
5012	12334
5012	12338
5012	12341
5012	12347
5012	12420
5013	1917
5013	2486
5013	3991
5013	12028
5013	12424
5013	12429
5013	12440
5014	2058
5014	2879
5014	12295
5014	12375
5015	202
5015	397
5015	1752
5015	1817
5015	4545
5015	11859
5015	12359
5016	162
5016	2342
5016	8415
5016	12105
5016	12271
5016	12372
5016	12443
5016	12449
5016	12479
5017	485
5017	1068
5017	4531
5017	11701
5017	12430
5017	12477
5018	112
5018	161
5018	1686
5018	3516
5018	3860
5018	4448
5018	5513
5018	10892
5018	12320
5018	12350
5018	12356
5018	12358
5018	12392
5019	1012
5019	1982
5019	8993
5019	11615
5019	11768
5019	12253
5019	12284
5019	12308
5019	12402
5019	12417
5019	12466
5019	12472
5020	385
5020	12000
5020	12136
5020	12229
5020	12329
5020	12462
5020	12498
5021	374
5021	1192
5021	1299
5021	4298
5021	11106
5021	11911
5021	11984
5021	12095
5021	12387
5022	3729
5022	3888
5022	5091
5022	11146
5022	11971
5022	11972
5022	12266
5022	12283
5022	12389
5022	12437
5023	1321
5023	4701
5023	12051
5023	12454
5024	464
5024	703
5024	918
5024	1927
5024	4470
5024	4647
5024	6354
5024	12486
5025	2343
5025	12016
5025	12304
5025	12408
5025	12474
5026	668
5026	1006
5026	3758
5026	5034
5026	11953
5026	11982
5026	12299
5026	12312
5026	12483
5027	95
5027	340
5027	557
5027	949
5027	1089
5027	1538
5027	12335
5028	1138
5028	1261
5028	1485
5028	6154
5028	11558
5028	11935
5028	11946
5028	12332
5028	12481
5029	80
5029	1269
5029	1421
5029	2169
5029	3194
5029	3488
5029	6451
5029	10653
5029	11054
5029	11661
5029	11751
5030	451
5030	564
5030	725
5030	1848
5030	4017
5030	8763
5030	11877
5030	12485
5031	883
5031	1793
5031	1971
5031	2145
5031	2276
5031	2952
5031	3801
5031	4004
5031	4325
5031	5290
5031	10987
5031	11321
5032	1023
5032	1426
5032	2555
5032	6420
5032	6679
5032	11721
5032	12098
5032	12133
5032	12230
5032	12260
5033	44
5033	170
5033	220
5033	746
5033	857
5033	1839
5033	3136
5033	3677
5033	6817
5033	9402
5033	11741
5033	12020
5033	12322
5033	12495
5034	255
5034	434
5034	625
5034	708
5034	3437
5034	3639
5034	4288
5034	5043
5034	5690
5034	6355
5034	11987
5034	12146
5035	483
5035	516
5035	919
5035	1491
5035	2406
5035	3819
5035	12184
5035	12254
5035	12433
5036	376
5036	2260
5036	3475
5036	4273
5036	8697
5036	11712
5036	12208
5036	12349
5036	12390
5036	12445
5037	579
5037	1893
5037	3889
5037	4144
5037	5073
5037	11080
5037	12212
5037	12409
5037	12461
5038	87
5038	642
5038	4140
5038	5169
5038	6897
5038	11892
5038	12363
5038	12456
5039	209
5039	911
5039	2309
5039	3456
5039	3654
5039	10136
5039	11128
5039	11622
5039	12214
5039	12286
5039	12368
5040	632
5040	690
5040	772
5040	1522
5040	3831
5040	4558
5040	8007
5040	9615
5040	9908
5040	11922
5040	11926
5040	12248
5040	12446
5041	1442
5041	1901
5041	1994
5041	2000
5041	5609
5041	6506
5041	8248
5041	9316
5041	11518
5041	11980
5041	12047
5041	12185
5041	12241
5041	12277
5041	12292
5041	12354
5041	12432
5041	12438
5042	388
5042	409
5042	472
5042	804
5042	884
5042	887
5042	921
5042	1989
5042	3314
5042	5306
5042	5635
5042	6467
5042	6611
5042	7416
5042	9776
5042	11070
5042	11304
5042	12089
5042	12371
5043	401
5043	449
5043	473
5043	915
5043	1317
5043	1346
5043	1451
5043	1574
5043	3554
5043	3982
5043	5557
5043	5864
5043	6671
5043	7803
5043	8034
5043	9434
5043	10762
5043	11293
5043	11900
5043	12215
5043	12415
5043	12489
5044	215
5044	286
5044	490
5044	1228
5044	1835
5044	2078
5044	2218
5044	2244
5044	2447
5044	2495
5044	3851
5044	4594
5044	7489
5044	9823
5044	10025
5044	12018
5044	12301
5045	58
5045	83
5045	145
5045	458
5045	669
5045	975
5045	1649
5045	1770
5045	1896
5045	1968
5045	3918
5045	4581
5045	7580
5045	11777
5045	11809
5045	12049
5045	12091
5045	12118
5045	12149
5045	12187
5045	12197
5045	12255
5045	12383
5046	331
5046	1159
5046	1477
5046	1519
5046	1603
5046	1871
5046	1902
5046	2042
5046	2542
5046	2717
5046	4234
5046	4527
5046	4791
5046	5429
5046	8745
5046	10689
5046	11497
5046	11652
5046	11685
5046	11841
5046	11890
5046	12104
5046	12177
5046	12273
5046	12407
5047	386
5047	413
5047	795
5047	805
5047	961
5047	992
5047	993
5047	1187
5047	1480
5047	1571
5047	2143
5047	2242
5047	2433
5047	2776
5047	2965
5047	3192
5047	4285
5047	5408
5047	5924
5047	6476
5047	7254
5047	11149
5047	11668
5047	11845
5047	11897
5047	11939
